ID,address name,first name,last name,company name,street address 1,street address 2,city,city area,postal code,country,country area,phone
675,,Heather,Jones,,48381 Shaw Mountains,,Seanhaven,,99555,US,AK,
676,,Sheila,Perez,,7174 Kim Key Suite 703,,Markstad,,84520,US,UT,
677,Office,Yılmaz Firca,,Yılmaz Firca San. ve Tic. A.S.,Organize Sanayi Bölgesi Gri Cad., ,Bursa,,16159,TR,Nilufer,
678,Office,Mahmut Yarim,,Mahmut Yarim Gida,Iskenderun Road 12. Km Antakya / HATAY, ,Hatay,,,TR,,
679,Office,DURMAZLAR,,DURMAZLAR MAKİNA SAN.VE TİC.A.Ş.,"OSB 75. Yıl Bulvarı No:4
16140  ", ,Bursa,,,TR,Nilüfer,+902242191800
680,Office,Arbel Bakliyat ,,Arbel Bakliyat Hububat,,,,,,TR,,
681,Office,Türk Traktor,,TÜRK TRAKTÖR VE ZİRAAT MAK.A.Ş.,Gazi Mahallesi Anadolu Bulvarı No:52 - 52A, ,Ankara,,,TR,Yenimahalle,+903122333333
682,Office,ORTADOĞU RULMAN,,ORTADOĞU RULMAN SAN.TİC.A.Ş. , İstiklal Mahallesi Hacı Bayram Veli Bulvarı No:76/A, ,Ankara,,,TR,Polatlı,+903126480010
683,Office,LIA FRUIT UYANIKLAR,,UYANIKLAR GROUP,"Uluderbent, 45600 ", ,Manisa,,,TR,Alasehir, 0090 236 673 30 64
684,Office,SOLEN,,Solen,4. Organize Sanayi Bölgesi 83412 No’lu Cadde No:4, ,Gaziantep,,,TR,SehitKamil,0090 342 337 27 37
685,Office,BASHAN,,Bashan Tarimsal Urun,,,,,,TR,,
686,Office,ERMAKSAN MAKİNA,,ERMAKSAN MAKİNA SAN.VE TİC. A.Ş.,Organize Sanayi Bölgesi Lacivert Cad. No:6 , ,Bursa,,,TR,Nilüfer,+902242947500
687,Office,HİDROMEK ,,HİDROMEK HİDROLİK VE MEKANİK  İML.SAN.VE TİC.A.Ş. , Ahi Evran OSB Mahallesi Osmanlı Caddesi No:1, ,Ankara,,,TR,Sincan,
688,Office,Kros Otomotiv,,Kros Otomotiv San. Tic. A.S.,Organize Sanayi Bölgesi , ,Kütahya,,,TR,Alayunt,=9027466250
689,Office,SANKO ,,SANKO TEKS.İŞLETMELERİ SAN.VE TİC.A.Ş,"Burak Mah, Sani Konukoğlu Bulvarı, No:223", ,Gaziantep,,,TR,Şehitkamil,
690,Office,CIMSATAS,,ÇUKUROVA İNŞAAT MAKİNALARI SAN .TİC.A.Ş.,Bahçeli Kürkçü Mah. Adana Yolu No: 53/A, ,MERSİN,,,TR,Akdeniz,
691,Office,ELKON BETON MAKİNALARI,,ELKON BETON MAKİNALARI SAN. VE TİC. A.Ş.,"Gazeteciler Sitesi, Dergiler Sokak No:13", ,Istanbul,,,TR,Esentepe,
692,Office,KUTLUSAN TARIM EKİPMAN,,KUTLUSAN TARIM EKİPMAN  LOJİSTİK GIDA SAN. İÇ VE DIŞ TİC.LTD.ŞTİ ,ARMUTLU OVASI AKALAN MAH.BAĞIMSIZLIK KÜME EVLERİ NO:106, ,İZMİR,,,TR,KEMALPAŞA,
693,Office,ESTAŞ ,,ESTAŞ KAM MİLİ İML.İTH.İHR.SAN .TİC.LTD.ŞTİ.,ŞEYH ŞAMİL OSB MAH. HALİS VERMEZOĞLU CAD. NO:57, ,Sivas,,,TR,,
694,Office,DİRİNLER DÖKÜM,,DİRİNLER DÖKÜM SANAYİ TURİZM LİMAN İŞLETMECİLİĞİ VE TİC..A.Ş.,Atatürk Blv. No:57 P.K.35620 A.O.S.B., ,İZMİR,,,TR,Çiğli,
695,Office,DALGAKIRAN KOMPRESÖR,,DALGAKIRAN KOMPRESÖR SAN.VE TİC. LTD. ŞTİ. ,Eyüp Sultan Mh. Müminler Cd. No:70 34885, ,İstanbul,,,TR,Sancaktepe,
696,Office,BİRİNCİ OTOMOTİV ,,BİRİNCİ OTOMOTİV SANAYİ VE TİCARET A.Ş.,"TAYSAD ORGANİZE SANAYİ, 2. CADDE,
NO:1 41420 ", ,Kocaeli,,,TR,Şekerpınar,
697,Office,TROPIKAL PET,,TROPIKAL PET,IAYOSB 1. Sanayi Cad. No: 18 ,,Istanbul,,,TR,Tuzla,0090 216 306 66 60
698,Office,LIDER EVCIL HAYVAN ,,Lider Evcil Hayvan Beslenme Sanayi ve Ticaret Lt,Anadolu Cad. No.41 Kat.10 D.101,,Izmir,,,TR,Bayrakli ,0090 232 479 23 13
699,Office,BELINAY TARIM ,,Belinay TARIM,"Zeytinlik Mah, 7641 Sokak, No:16/1",,Antalya,,,TR,Kepez,0090 242 341 40 86
700,Office,DERVISOGLU TARIM,,Dervisoglu Tarim Urunleri,,,,,,TR,,
701,Office,Korkut Yag Sabun,,Korkut Yag Sabun Sanayi,Organize Sanayi Sitesi 869 Sk. No:11 Kuruçay Mevkii ,,Balikesir ,,,TR,EDREMİT,
702,Office,Kocabag Saraplari,,Kocabag Saraplari,Adnan Menderes cad. No:40 Güvercinlik Vadisi,,Nevsehir,,,TR,Uchisar,0090384 219 29 79
703,,Isaac,Pennington,,08975 Chan Club Suite 025,,Lake Brian,,14397,US,NY,
704,,Charles,Jackson,,5783 Melissa Inlet Suite 240,,Johnville,,99558,US,AK,
705,Office,Yılmaz Firca,,Yılmaz Firca San. ve Tic. A.S.,Organize Sanayi Bölgesi Gri Cad., ,Bursa,,16159,TR,Nilufer,
706,Office,Mahmut Yarim,,Mahmut Yarim Gida,Iskenderun Road 12. Km Antakya / HATAY, ,Hatay,,,TR,,
707,Office,DURMAZLAR,,DURMAZLAR MAKİNA SAN.VE TİC.A.Ş.,"OSB 75. Yıl Bulvarı No:4
16140  ", ,Bursa,,,TR,Nilüfer,+902242191800
708,Office,Arbel Bakliyat ,,Arbel Bakliyat Hububat,,,,,,TR,,
709,Office,Türk Traktor,,TÜRK TRAKTÖR VE ZİRAAT MAK.A.Ş.,Gazi Mahallesi Anadolu Bulvarı No:52 - 52A, ,Ankara,,,TR,Yenimahalle,+903122333333
710,Office,ORTADOĞU RULMAN,,ORTADOĞU RULMAN SAN.TİC.A.Ş. , İstiklal Mahallesi Hacı Bayram Veli Bulvarı No:76/A, ,Ankara,,,TR,Polatlı,+903126480010
711,Office,LIA FRUIT UYANIKLAR,,UYANIKLAR GROUP,"Uluderbent, 45600 ", ,Manisa,,,TR,Alasehir, 0090 236 673 30 64
712,Office,SOLEN,,Solen,4. Organize Sanayi Bölgesi 83412 No’lu Cadde No:4, ,Gaziantep,,,TR,SehitKamil,0090 342 337 27 37
713,Office,BASHAN,,Bashan Tarimsal Urun,,,,,,TR,,
714,Office,ERMAKSAN MAKİNA,,ERMAKSAN MAKİNA SAN.VE TİC. A.Ş.,Organize Sanayi Bölgesi Lacivert Cad. No:6 , ,Bursa,,,TR,Nilüfer,+902242947500
715,Office,HİDROMEK ,,HİDROMEK HİDROLİK VE MEKANİK  İML.SAN.VE TİC.A.Ş. , Ahi Evran OSB Mahallesi Osmanlı Caddesi No:1, ,Ankara,,,TR,Sincan,
716,Office,Kros Otomotiv,,Kros Otomotiv San. Tic. A.S.,Organize Sanayi Bölgesi , ,Kütahya,,,TR,Alayunt,=9027466250
717,Office,SANKO ,,SANKO TEKS.İŞLETMELERİ SAN.VE TİC.A.Ş,"Burak Mah, Sani Konukoğlu Bulvarı, No:223", ,Gaziantep,,,TR,Şehitkamil,
718,Office,CIMSATAS,,ÇUKUROVA İNŞAAT MAKİNALARI SAN .TİC.A.Ş.,Bahçeli Kürkçü Mah. Adana Yolu No: 53/A, ,MERSİN,,,TR,Akdeniz,
719,Office,ELKON BETON MAKİNALARI,,ELKON BETON MAKİNALARI SAN. VE TİC. A.Ş.,"Gazeteciler Sitesi, Dergiler Sokak No:13", ,Istanbul,,,TR,Esentepe,
720,Office,KUTLUSAN TARIM EKİPMAN,,KUTLUSAN TARIM EKİPMAN  LOJİSTİK GIDA SAN. İÇ VE DIŞ TİC.LTD.ŞTİ ,ARMUTLU OVASI AKALAN MAH.BAĞIMSIZLIK KÜME EVLERİ NO:106, ,İZMİR,,,TR,KEMALPAŞA,
721,Office,ESTAŞ ,,ESTAŞ KAM MİLİ İML.İTH.İHR.SAN .TİC.LTD.ŞTİ.,ŞEYH ŞAMİL OSB MAH. HALİS VERMEZOĞLU CAD. NO:57, ,Sivas,,,TR,,
722,Office,DİRİNLER DÖKÜM,,DİRİNLER DÖKÜM SANAYİ TURİZM LİMAN İŞLETMECİLİĞİ VE TİC..A.Ş.,Atatürk Blv. No:57 P.K.35620 A.O.S.B., ,İZMİR,,,TR,Çiğli,
723,Office,DALGAKIRAN KOMPRESÖR,,DALGAKIRAN KOMPRESÖR SAN.VE TİC. LTD. ŞTİ. ,Eyüp Sultan Mh. Müminler Cd. No:70 34885, ,İstanbul,,,TR,Sancaktepe,
724,Office,BİRİNCİ OTOMOTİV ,,BİRİNCİ OTOMOTİV SANAYİ VE TİCARET A.Ş.,"TAYSAD ORGANİZE SANAYİ, 2. CADDE,
NO:1 41420 ", ,Kocaeli,,,TR,Şekerpınar,
725,Office,TROPIKAL PET,,TROPIKAL PET,IAYOSB 1. Sanayi Cad. No: 18 ,,Istanbul,,,TR,Tuzla,0090 216 306 66 60
726,Office,LIDER EVCIL HAYVAN ,,Lider Evcil Hayvan Beslenme Sanayi ve Ticaret Lt,Anadolu Cad. No.41 Kat.10 D.101,,Izmir,,,TR,Bayrakli ,0090 232 479 23 13
727,Office,BELINAY TARIM ,,Belinay TARIM,"Zeytinlik Mah, 7641 Sokak, No:16/1",,Antalya,,,TR,Kepez,0090 242 341 40 86
728,Office,DERVISOGLU TARIM,,Dervisoglu Tarim Urunleri,,,,,,TR,,
729,Office,Korkut Yag Sabun,,Korkut Yag Sabun Sanayi,Organize Sanayi Sitesi 869 Sk. No:11 Kuruçay Mevkii ,,Balikesir ,,,TR,EDREMİT,
730,Office,Kocabag Saraplari,,Kocabag Saraplari,Adnan Menderes cad. No:40 Güvercinlik Vadisi,,Nevsehir,,,TR,Uchisar,0090384 219 29 79
731,,,,,Forum Istanbul shopping center,,ISTANBUL,,34045,TR,,+905365412545
732,,,,,"5-chōme-6-16 Fukushima, Fukushima Ward, Osaka, 553-0003, Japan",Fukushima Ward,,,553-0003,JP,大阪府,
733,,,,,"5-chōme-6-16 Fukushima, Fukushima Ward, Osaka, 553-0003, Japan",Fukushima Ward,,,553-0003,JP,大阪府,
734,,,,,"5-chōme-6-16 Fukushima, Fukushima Ward, Osaka, 553-0003, Japan",Fukushima Ward,,,553-0003,JP,大阪府,
735,,,,,"5-chōme-6-16 Fukushima, Fukushima Ward, Osaka, 553-0003, Japan",Fukushima Ward,,,553-0003,JP,大阪府,
736,,,,,"5-chōme-6-16 Fukushima, Fukushima Ward, Osaka, 553-0003, Japan",Fukushima Ward,,,553-0003,JP,大阪府,
737,Office,,,,"10/142, dd","rajat path, mansarover",JAIPUR,,302020,IN,Rajasthan,+919087654321
